age,WORKCLASS,fnlwgt,EDUCATION,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_>50K
36,1,176335,4,10,2,3,1,1,1,0,0,40,1,0
28,1,208249,4,10,1,12,1,1,1,0,0,24,1,0
57,6,249072,4,10,3,1,3,1,1,99999,0,60,1,1
30,5,370990,10,14,2,10,1,1,2,0,0,45,1,0
26,1,146343,4,10,3,6,4,2,2,0,0,40,1,0
35,1,180419,7,9,2,5,1,1,1,0,0,40,1,0
43,4,190020,3,13,3,10,3,1,1,0,0,40,1,1
47,1,237914,7,9,4,11,1,1,1,0,0,40,1,0
51,3,181179,3,13,3,1,4,1,2,0,0,25,1,0
41,1,145522,3,13,2,10,1,1,2,0,0,45,1,0
28,1,48894,7,9,3,4,2,1,2,0,0,40,1,0
42,1,106698,4,10,1,2,5,1,2,0,0,32,1,0
44,3,190290,4,10,5,1,1,1,1,0,0,80,33,0
58,6,120384,7,9,3,1,3,1,1,0,0,40,1,1
18,#N/A,284450,9,7,2,#N/A,2,1,1,0,0,25,1,0
45,1,253827,3,13,3,11,3,1,1,7688,0,40,1,1
59,3,275236,9,7,3,6,3,1,1,0,0,70,1,1
41,#N/A,254630,#N/A,11,1,#N/A,1,1,1,0,0,80,1,0
58,1,322691,3,13,3,5,3,1,1,0,0,40,1,1
51,2,82504,4,10,3,1,3,1,1,0,0,40,1,0
35,1,214378,7,9,2,4,2,1,2,0,0,40,1,0
59,1,304779,5,4,3,5,3,1,1,0,0,40,1,0
22,1,263398,4,10,2,12,1,1,1,0,0,50,1,0
58,1,357788,7,9,3,11,3,2,1,0,0,40,1,0
31,1,228873,7,9,3,11,3,1,1,0,0,40,1,0
54,5,172991,7,9,3,3,3,1,1,0,0,40,1,0
43,1,170230,7,9,#N/A,4,5,1,2,0,0,40,1,0
64,1,349826,4,10,3,1,3,1,1,0,0,40,1,0
51,1,133069,8,6,4,6,5,1,2,0,0,40,1,0
34,1,61308,7,9,3,1,3,1,1,0,0,45,1,0
29,1,108775,3,13,3,1,3,1,1,0,0,50,1,1
42,1,199900,4,10,3,11,3,1,1,0,0,52,1,0
22,#N/A,217421,4,10,2,#N/A,2,1,2,0,0,30,1,0
24,1,279472,4,10,3,5,4,1,2,7298,0,48,1,1
30,5,235271,3,13,3,10,3,1,1,0,0,50,1,1
53,1,197492,7,9,1,5,1,1,2,0,0,40,1,0
28,1,230856,4,10,2,10,1,2,2,3325,0,50,1,0
36,1,126954,7,9,1,3,1,1,1,0,0,40,1,0
40,1,82465,4,10,3,5,3,1,1,2580,0,40,1,0
47,1,138107,3,13,1,1,1,1,1,0,2258,40,1,1
53,#N/A,150393,7,9,2,#N/A,1,1,1,0,1504,35,1,0
65,#N/A,231604,7,9,3,#N/A,3,1,1,0,0,45,14,0
31,1,265706,7,9,3,11,3,1,1,7298,0,40,1,1
42,1,194537,7,9,1,5,5,1,2,0,0,40,1,0
44,1,377018,#N/A,11,3,11,3,1,1,0,0,40,1,1
35,3,199753,4,10,3,2,3,1,1,0,0,60,1,0
18,1,236272,7,9,2,4,2,1,2,0,0,35,1,0
52,1,174752,7,9,3,6,3,1,1,0,0,60,1,1
20,1,55465,7,9,2,6,2,1,1,0,0,40,1,0
23,1,433669,15,12,2,4,1,1,1,0,0,40,1,0
18,1,156950,7,9,2,4,2,1,1,0,0,35,1,0
35,1,86648,10,14,3,10,3,1,1,0,1977,45,1,1
53,1,170701,3,13,1,4,5,1,2,0,0,40,1,0
45,3,192203,4,10,3,11,3,1,1,0,1485,40,1,1
38,1,101387,7,9,3,2,4,1,2,0,0,43,1,0
72,6,84587,13,3,3,1,3,3,1,0,0,20,2,0
37,1,138441,7,9,1,3,1,1,1,0,0,40,1,0
27,1,176683,7,9,2,2,1,1,1,0,0,48,1,0
64,3,198186,10,14,2,10,1,1,2,0,0,30,#N/A,0
40,1,175674,3,13,3,6,3,1,1,0,0,50,1,1
22,1,223019,7,9,2,4,2,1,2,0,0,20,1,0
17,1,225211,6,5,2,2,2,2,1,0,0,35,1,0
33,1,91964,4,10,2,4,5,1,1,0,0,40,1,0
17,1,156732,9,7,2,2,6,1,2,0,0,20,1,0
32,1,272376,15,12,2,4,1,1,2,0,0,40,1,0
30,1,166961,3,13,2,10,2,1,2,0,0,37,1,0
64,1,216208,4,10,4,6,1,1,2,0,0,40,1,0
34,5,229531,15,12,3,10,3,1,1,0,0,60,1,0
51,5,174861,4,10,3,9,3,1,1,0,0,40,1,1
24,1,187229,7,9,2,7,2,2,2,0,0,40,1,0
33,1,112115,3,13,3,1,3,1,1,0,1902,45,1,1
51,1,302579,7,9,1,2,6,2,2,0,0,30,1,0
28,1,110145,7,9,3,4,3,1,1,0,0,40,1,0
32,1,267736,4,10,2,4,2,2,2,0,0,40,1,0
33,1,269605,7,9,2,1,1,1,1,0,0,32,1,0
22,1,194723,3,13,2,4,2,1,2,0,0,10,1,0
36,1,102945,#N/A,11,1,11,1,1,1,0,0,40,1,0
27,1,339956,7,9,3,3,3,2,1,0,0,60,1,0
28,1,212286,3,13,2,1,1,1,1,0,0,40,1,0
35,1,172186,4,10,2,11,2,1,1,0,0,40,1,0
39,3,183081,10,14,2,6,1,1,1,0,0,60,1,1
40,1,240027,4,10,2,6,5,2,2,0,0,45,1,0
37,1,100508,7,9,3,11,3,1,1,0,0,40,1,1
21,1,34918,7,9,2,6,2,1,2,0,0,30,1,0
32,2,110171,4,10,3,10,4,1,2,0,1902,40,1,1
33,5,422718,7,9,3,2,3,1,1,0,0,40,1,0
22,#N/A,148409,4,10,2,#N/A,2,1,1,0,1721,40,1,0
43,3,297510,12,15,3,10,3,1,1,0,0,60,1,1
44,1,191256,7,9,3,5,3,1,1,0,0,40,1,0
47,1,70554,4,10,2,11,1,1,1,0,0,40,1,1
60,1,227332,#N/A,11,4,4,1,1,1,0,0,40,1,0
22,4,154394,7,9,2,2,2,1,2,0,0,40,1,0
18,1,115815,7,9,2,5,2,1,1,0,0,20,1,0
29,1,413297,4,10,3,1,3,1,1,3411,0,70,7,0
37,1,406328,3,13,3,4,3,2,1,0,0,50,1,1
27,1,335878,15,12,3,3,3,2,1,0,0,45,1,0
45,1,182541,4,10,3,11,3,1,1,0,0,40,1,0
62,#N/A,113234,10,14,3,#N/A,4,1,2,0,0,40,1,0
57,2,68830,7,9,1,1,1,1,2,0,0,50,1,0
35,1,28572,4,10,3,11,3,1,1,4064,0,35,1,0
58,1,49159,7,9,3,4,4,1,2,0,0,40,1,1
24,5,111450,8,6,2,11,5,2,1,0,0,65,31,0
22,#N/A,213291,15,12,2,#N/A,2,1,1,0,0,25,1,0
47,5,200471,7,9,3,3,3,1,1,5178,0,40,1,1
34,1,349148,4,10,3,2,3,1,1,0,0,63,1,0
45,1,117310,7,9,3,1,4,1,2,0,0,50,1,1
44,3,136986,4,10,3,6,3,1,1,0,0,25,1,0
21,#N/A,121468,4,10,2,#N/A,2,1,1,0,0,40,1,0
20,1,153583,4,10,2,4,2,1,2,0,0,40,#N/A,0
42,1,190179,3,13,3,10,3,1,1,99999,0,40,1,1
28,1,412149,8,6,2,8,6,1,1,0,0,35,7,0
33,1,179747,7,9,3,5,3,1,1,0,0,40,1,0
22,1,99199,4,10,2,4,2,1,1,0,0,50,1,0
39,1,278557,#N/A,11,3,11,3,1,1,0,1628,48,1,0
24,1,282604,4,10,3,9,6,1,1,0,0,24,1,0
19,2,112432,4,10,2,4,2,1,1,0,0,10,1,0
50,1,257126,7,9,3,11,3,1,1,0,0,40,1,1
46,1,213408,4,10,1,6,5,1,2,0,0,40,18,0
21,2,110946,7,9,2,4,2,1,2,0,0,43,1,0
41,1,227890,4,10,1,11,1,1,1,0,0,46,1,1
50,1,151159,#N/A,11,3,2,3,1,1,0,0,55,1,0
35,1,241306,7,9,3,5,3,1,1,5013,0,40,1,0
41,1,50122,#N/A,11,1,6,2,1,1,0,0,50,1,0
30,1,172830,3,13,2,4,1,1,2,3325,0,40,1,0
38,5,72338,7,9,3,9,3,3,1,0,0,54,1,1
43,2,165309,7,9,3,9,3,1,1,0,0,40,1,0
68,1,138714,3,13,3,10,3,1,1,0,0,55,1,1
61,1,183735,4,10,3,6,3,1,1,0,0,45,1,1
52,1,158583,4,10,1,12,1,1,2,0,0,36,1,0
80,3,132728,7,9,2,1,1,1,1,0,0,20,1,0
60,1,139586,#N/A,11,4,1,5,3,2,0,0,40,1,1
31,1,178623,3,13,2,10,1,2,2,14084,0,60,1,1
51,1,96062,7,9,3,3,3,1,1,0,0,40,1,0
18,1,170194,9,7,2,6,2,1,1,0,0,25,1,0
29,1,349116,7,9,#N/A,6,5,1,2,0,0,25,1,0
44,2,307468,#N/A,11,3,9,3,1,1,0,0,50,1,1
31,1,258849,#N/A,11,2,4,5,2,2,0,0,40,1,0
53,1,249347,#N/A,11,1,11,1,1,1,0,0,40,18,1
39,1,99527,7,9,3,11,3,1,1,0,0,40,1,1
18,1,154583,9,7,2,6,2,1,2,0,0,16,1,0
47,1,200471,#N/A,11,3,4,3,1,1,4064,0,40,1,0
53,1,255927,3,13,4,4,5,1,2,0,0,52,1,0
27,2,291196,3,13,2,10,1,2,1,0,0,40,1,0
41,1,192779,5,4,3,2,3,1,1,0,0,40,#N/A,0
21,1,241367,4,10,2,4,2,1,1,0,0,10,1,0
39,1,250217,7,9,1,5,1,2,2,0,0,70,1,0
32,3,33417,4,10,3,11,3,1,1,0,0,50,1,0
47,1,246396,7,9,3,4,3,1,1,0,0,40,7,0
56,1,200235,#N/A,11,3,11,3,1,1,0,0,48,1,1
41,1,303510,7,9,3,1,3,1,1,0,0,40,1,0
33,1,31573,7,9,3,5,3,1,1,0,0,40,1,0
49,1,75673,7,9,2,4,2,3,2,0,0,40,1,0
41,5,193524,15,12,3,12,3,1,1,0,0,40,1,1
26,4,85482,7,9,2,4,1,3,1,0,0,40,1,0
37,1,38948,7,9,3,10,3,1,1,0,0,50,1,1
52,#N/A,188431,7,9,3,#N/A,3,1,1,0,0,45,1,0
70,6,158437,12,15,3,10,3,1,1,0,0,35,1,1
34,1,208116,7,9,2,2,1,2,2,0,0,25,1,0
53,1,183973,9,7,3,5,3,1,1,0,0,48,1,1
31,1,451744,7,9,2,11,1,1,1,0,0,50,1,0
39,1,207185,4,10,3,1,4,1,2,0,0,35,16,1
23,1,39551,7,9,#N/A,4,1,1,2,0,0,40,1,0
45,1,182703,10,14,1,4,1,4,2,0,0,36,1,0
44,1,32000,4,10,3,12,3,1,1,0,0,18,1,1
39,1,181553,3,13,1,1,1,1,1,0,0,55,1,0
56,4,67153,10,14,3,1,3,1,1,0,0,40,4,1
28,1,193868,3,13,2,12,2,1,1,0,0,50,1,0
30,1,190385,3,13,3,2,4,1,2,0,0,40,1,1
39,1,102953,3,13,3,6,3,1,1,7298,0,55,1,1
54,1,128378,4,10,4,10,1,1,1,0,0,50,1,0
35,1,95551,7,9,#N/A,1,1,1,2,0,0,36,1,0
21,1,198431,7,9,2,7,1,1,2,0,0,40,1,0
44,1,159960,4,10,1,4,5,1,2,0,0,40,1,0
31,2,110714,4,10,2,2,2,1,2,0,0,37,1,0
26,1,82246,3,13,2,1,1,1,1,0,1876,38,1,0
31,2,190305,10,14,3,10,3,1,1,0,0,50,1,0
56,1,437727,6,5,3,6,3,1,1,0,0,40,1,0
27,1,365745,8,6,3,7,3,1,1,0,0,20,1,0
50,1,72351,3,13,1,6,1,1,1,0,0,45,1,0
31,1,144064,4,10,3,1,3,1,1,0,0,40,1,0
38,1,100079,1,16,5,10,1,3,1,27828,0,60,10,1
21,1,203715,7,9,2,3,2,1,1,0,0,40,1,0
54,1,259323,4,10,3,10,3,1,1,0,0,40,1,1
45,3,26781,4,10,3,1,3,4,1,0,0,40,1,0
33,1,258498,4,10,3,11,4,1,2,0,0,60,1,0
41,5,106982,3,13,3,10,4,1,2,0,0,52,1,0
70,1,220589,4,10,4,1,1,1,2,0,0,12,1,0
24,1,103277,#N/A,11,2,10,2,1,2,0,0,40,1,0
29,1,266043,6,5,3,3,3,1,1,0,0,40,1,0
42,1,201723,7,9,1,4,5,1,1,0,0,40,1,0
71,1,187493,7,9,3,9,3,1,1,0,0,40,1,1
56,3,233312,3,13,3,1,3,1,1,0,0,20,24,0
30,1,326199,6,5,3,11,3,1,1,2580,0,40,1,0
27,#N/A,216479,3,13,3,#N/A,4,1,2,0,0,24,1,1
17,1,100828,4,10,2,4,2,1,1,0,0,20,1,0
37,1,410913,7,9,5,8,5,#N/A,1,0,0,40,7,0
62,3,236247,7,9,3,2,3,1,1,0,0,20,1,0
23,1,181557,7,9,2,2,2,2,1,0,0,25,1,0
69,6,106395,7,9,3,2,3,1,1,0,0,40,1,1
23,2,156423,3,13,2,10,2,1,2,0,0,20,1,0
33,5,156464,10,14,3,1,3,1,1,0,0,40,1,0
25,1,458549,14,2,3,8,3,1,1,0,0,96,7,0
33,1,111363,3,13,3,11,3,1,1,0,0,45,1,0
20,#N/A,243981,7,9,2,#N/A,2,2,2,0,0,40,1,0
53,1,229465,10,14,3,1,3,1,1,0,0,55,1,1
32,1,152109,7,9,3,11,3,1,1,0,0,48,1,0
26,1,34309,#N/A,11,2,10,1,1,1,0,0,45,1,0
52,1,384959,4,10,3,3,3,1,1,0,0,36,1,1
23,1,44064,4,10,#N/A,2,1,1,1,0,2559,40,1,1
28,1,243762,9,7,#N/A,11,5,1,2,0,0,40,1,0
31,1,32550,8,6,1,7,1,1,1,0,0,40,1,0
45,1,101320,7,9,1,4,5,1,2,0,0,40,1,0
47,#N/A,118358,7,9,2,#N/A,6,1,2,0,0,50,#N/A,0
67,3,123393,7,9,3,3,3,1,1,6418,0,58,1,1
22,1,409230,2,8,2,3,6,1,1,0,0,40,1,0
17,1,99237,9,7,2,7,2,1,1,0,0,30,1,0
42,1,341178,13,3,3,2,3,1,1,0,0,44,7,0
28,1,226089,8,6,2,5,5,1,2,0,0,40,1,0
54,1,343242,4,10,3,1,3,1,1,0,0,44,1,1
19,1,121972,7,9,2,2,2,2,1,0,0,40,1,0
60,3,122314,7,9,3,8,3,1,1,0,0,65,1,0
59,1,142326,#N/A,11,1,4,1,1,2,0,0,40,1,0
49,1,268234,8,6,3,1,3,1,1,0,0,40,1,0
55,1,201229,3,13,1,6,1,1,2,0,0,8,1,0
32,1,73585,#N/A,11,3,11,3,1,1,0,0,40,1,0
47,1,343579,14,2,5,8,1,1,1,0,0,12,7,0
19,1,124906,4,10,2,4,2,1,2,0,1719,25,1,0
44,1,172307,3,13,3,1,3,1,1,7688,0,50,1,1
55,1,237428,4,10,1,1,1,1,1,0,1504,40,1,0
31,1,352465,4,10,3,1,3,1,1,15024,0,50,1,1
44,1,335248,4,10,1,4,1,1,2,0,0,40,1,0
50,1,116933,7,9,1,6,1,1,2,0,0,33,1,0
68,1,192829,15,12,1,1,1,1,2,0,0,43,1,0
30,3,131584,#N/A,11,2,11,2,1,1,0,0,60,1,0
46,1,56482,4,10,2,1,1,2,1,0,0,40,1,0
21,1,51047,7,9,2,4,1,1,2,0,0,25,1,0
50,1,91475,7,9,3,3,3,1,1,0,0,40,1,0
28,3,125442,7,9,1,11,2,1,1,0,0,40,1,0
75,3,157778,#N/A,11,1,10,1,1,2,15831,0,50,1,1
32,1,235124,2,8,1,2,1,1,1,0,0,30,#N/A,0
34,1,338416,8,6,1,5,1,2,1,0,0,60,1,0
27,1,112754,3,13,3,1,3,1,1,0,1485,60,1,1
27,1,37359,3,13,2,10,1,1,1,0,0,40,#N/A,0
18,1,211683,2,8,2,7,2,1,1,0,0,20,1,0
26,1,141876,#N/A,11,3,6,3,1,1,3103,0,45,1,1
29,#N/A,315026,7,9,1,#N/A,5,1,2,0,0,40,1,0
50,#N/A,313445,7,9,#N/A,#N/A,5,3,2,0,0,40,9,0
61,1,227332,3,13,2,10,2,1,1,0,0,40,1,0
24,4,314525,3,13,2,10,1,1,1,0,1741,45,1,0
54,1,143804,8,6,3,5,3,1,1,0,0,40,1,0
51,3,313702,7,9,2,6,1,1,1,0,0,40,1,0
49,4,61885,3,13,3,1,3,1,1,0,0,45,1,1
63,1,34098,8,6,4,8,5,1,2,0,0,56,1,0
18,1,675421,6,5,2,7,2,1,1,594,0,40,1,0
24,1,178255,4,10,3,14,4,1,2,0,0,40,#N/A,0
31,1,341672,4,10,3,4,3,3,1,0,0,50,19,0
38,2,125499,3,13,3,10,3,3,1,7688,0,60,19,1
20,1,192711,4,10,2,7,2,1,2,0,0,40,1,0
25,#N/A,214925,8,6,2,#N/A,2,2,1,0,0,40,1,0
53,6,368014,12,15,3,10,3,1,1,0,1977,60,1,1
42,5,180318,8,6,2,8,5,1,1,0,0,35,1,0
35,1,186126,10,14,3,10,3,1,1,0,0,38,#N/A,0
21,#N/A,334593,4,10,2,#N/A,1,1,1,0,0,40,1,0
52,4,418640,10,14,3,10,3,1,1,15024,0,40,31,1
30,1,348592,7,9,#N/A,2,1,1,1,0,0,40,1,0
54,1,178251,15,12,4,4,5,1,2,0,0,30,1,0
38,6,93225,3,13,1,1,1,1,1,0,0,40,1,0
35,1,168675,7,9,#N/A,3,2,1,1,0,0,50,1,0
22,1,214731,8,6,3,5,4,1,2,0,0,40,1,0
64,1,268965,7,9,1,4,1,1,2,0,0,22,1,0
48,1,157092,4,10,3,3,3,2,1,0,0,40,1,0
41,1,359696,3,13,3,9,3,1,1,15024,0,60,1,1
26,1,143068,4,10,3,1,3,1,1,2407,0,50,1,0
55,1,115198,6,5,3,3,4,1,2,0,0,48,1,0
64,1,108054,7,9,4,3,1,1,1,0,0,22,1,0
49,5,166039,7,9,1,2,5,1,2,0,0,40,1,0
29,3,116207,7,9,3,10,3,1,1,0,0,65,1,1
32,1,604506,7,9,3,3,2,1,1,0,0,72,7,0
31,1,62165,7,9,2,2,2,2,1,0,0,40,1,0
52,3,182187,7,9,3,3,3,2,1,0,0,40,31,1
42,1,195755,7,9,#N/A,11,5,1,1,0,0,40,1,0
52,1,91506,7,9,3,7,3,1,1,0,0,45,1,0
58,1,216851,6,5,2,7,2,1,1,0,0,40,23,0
44,1,180019,7,9,5,4,5,1,2,0,0,40,1,0
21,1,191265,4,10,2,2,2,1,1,0,0,40,1,0
25,1,234263,3,13,2,6,1,1,1,0,0,40,1,0
49,3,189123,7,9,3,11,3,1,1,5013,0,50,1,0
42,1,212894,10,14,3,10,3,1,1,0,0,23,1,1
59,1,50223,7,9,3,11,3,1,1,0,0,40,1,0
36,5,122353,4,10,3,9,3,1,1,0,0,68,1,0
71,1,169114,4,10,4,10,1,1,1,0,1429,40,1,0
33,1,145437,7,9,2,11,2,1,1,0,0,43,1,0
60,2,165827,1,16,3,10,3,1,1,0,0,55,1,0
46,5,367251,4,10,3,11,3,2,1,0,0,40,1,1
35,6,126738,15,12,2,8,2,1,1,0,0,50,1,0
44,1,175943,3,13,3,10,4,1,2,0,0,20,1,0
44,1,403782,#N/A,11,1,6,1,1,1,0,0,45,1,0
46,1,187370,3,13,2,6,1,1,1,0,1504,40,1,0
49,4,125892,3,13,3,1,3,1,1,0,0,40,1,1
22,1,225515,3,13,3,10,4,1,2,0,0,40,1,0
45,6,160440,7,9,1,1,1,1,1,0,0,42,1,0
25,5,191921,3,13,2,11,2,1,1,0,0,25,1,0
45,1,38240,7,9,1,11,1,1,1,0,0,40,1,0
50,1,177927,7,9,1,9,1,1,1,0,0,40,1,0
22,1,146352,7,9,2,6,5,1,2,0,0,60,1,0
21,1,246207,4,10,2,4,2,2,2,0,0,20,1,0
58,5,223214,7,9,3,2,3,1,1,0,0,40,1,0
39,1,188069,10,14,3,12,3,1,1,15024,0,50,1,1
30,1,149368,7,9,1,6,5,1,1,1151,0,30,1,0
75,3,343631,7,9,3,8,3,3,1,0,0,15,1,0
58,1,320102,1,16,3,10,3,1,1,0,0,50,1,1
33,1,274222,3,13,3,2,3,3,1,7688,0,38,1,1
33,1,48520,7,9,3,4,3,1,1,0,0,40,1,0
35,1,350169,7,9,1,5,5,1,2,0,0,38,2,0
40,2,166327,4,10,1,4,1,2,2,0,0,35,1,0
45,2,62726,4,10,1,2,1,1,2,0,0,40,1,0
52,1,125932,5,4,4,2,1,1,2,0,0,40,1,0
44,3,247024,3,13,3,6,3,1,1,0,0,50,1,0
36,1,194905,3,13,4,10,5,1,2,0,0,44,1,0
51,6,304955,7,9,3,1,3,1,1,7688,0,50,1,1
23,1,39615,4,10,2,7,2,1,1,0,0,10,1,0
41,2,33474,3,13,3,10,3,1,1,0,0,50,1,0
39,1,280570,3,13,3,1,3,1,1,0,0,45,1,0
35,1,193815,15,12,3,4,3,1,1,0,0,40,1,1
28,1,196621,7,9,5,12,1,1,2,0,0,37,1,0
33,1,168981,14,2,2,6,2,1,2,0,0,24,1,0
34,1,112115,12,15,3,10,3,1,1,0,1977,55,1,1
46,2,102628,10,14,4,9,5,1,1,0,0,40,1,0
29,1,82242,12,15,2,10,5,1,1,27828,0,45,14,1
33,1,513977,4,10,3,12,3,2,1,0,0,40,1,0
66,1,29431,7,9,3,6,3,1,1,0,0,50,1,0
38,1,136081,12,15,3,10,3,1,1,0,0,60,1,1
40,1,83508,3,13,3,12,4,1,2,0,0,20,1,0
26,1,96645,1,16,2,11,6,2,1,0,0,20,1,0
38,1,247506,7,9,3,11,3,1,1,0,0,40,1,0
42,1,188808,3,13,1,4,5,1,1,0,0,30,1,0
28,1,308136,7,9,2,2,2,1,1,0,0,40,1,0
44,1,165599,7,9,3,5,3,1,1,0,0,48,1,0
43,1,328570,4,10,1,5,5,2,2,0,0,38,1,0
33,1,321709,15,12,3,2,4,1,2,0,0,15,1,1
20,1,34590,4,10,2,8,2,1,1,0,0,60,1,0
21,2,258490,4,10,2,10,1,1,2,0,0,20,1,0
55,1,247552,4,10,3,6,3,1,1,0,0,56,1,0
28,1,96226,7,9,3,11,3,1,1,0,0,45,1,0
22,1,237386,#N/A,11,2,10,1,1,1,0,0,50,1,0
35,1,249456,3,13,2,4,2,2,2,0,0,40,1,0
41,1,132633,9,7,1,14,5,1,2,0,0,25,27,0
41,1,299505,7,9,#N/A,11,1,2,1,0,0,40,1,0
54,6,124963,3,13,3,1,3,1,1,0,0,40,1,1
44,1,182383,4,10,3,4,4,1,2,0,0,35,1,0
27,1,147839,4,10,2,7,1,1,1,0,0,38,1,0
54,1,103580,3,13,1,10,1,1,2,0,0,40,1,0
29,1,286634,3,13,3,10,4,1,2,0,0,50,1,1
23,1,129345,4,10,2,2,1,1,1,0,0,25,1,0
20,1,216811,4,10,2,6,2,1,2,0,0,40,1,0
72,#N/A,75890,4,10,4,#N/A,5,3,2,0,0,4,1,0
17,1,275051,9,7,2,4,2,1,2,0,0,8,1,0
51,1,106819,5,4,2,7,2,1,1,0,0,19,1,0
34,1,344275,10,14,2,10,1,1,1,0,0,60,#N/A,1
27,1,153475,15,12,1,1,1,1,2,0,0,45,1,0
53,1,218630,7,9,3,5,3,1,1,0,0,40,1,1
47,5,81654,4,10,1,1,1,1,1,0,0,56,1,1
17,1,99175,9,7,2,2,1,1,2,0,0,20,1,0
37,1,160035,7,9,3,11,3,1,1,0,0,40,1,0
58,1,192806,5,4,2,7,1,1,2,0,0,33,1,0
42,4,460214,4,10,3,4,3,1,1,0,0,40,1,1
56,1,191330,4,10,3,11,3,1,1,0,0,40,1,1
33,1,76493,3,13,2,10,1,1,1,0,0,50,1,1
55,1,323639,4,10,3,3,3,1,1,0,0,74,1,1
46,5,127441,3,13,3,10,4,1,2,0,0,40,1,1
27,1,271603,5,4,2,2,1,1,1,0,0,24,#N/A,0
48,4,156410,7,9,3,4,3,2,1,0,0,50,1,1
38,1,193026,4,10,1,11,1,1,1,0,0,40,22,0
22,1,223515,3,13,2,10,5,1,1,0,0,20,1,0
27,1,133937,10,14,2,6,2,1,1,0,0,40,1,0
33,1,309630,7,9,3,2,3,1,1,0,0,40,1,0
22,1,188950,4,10,2,12,2,1,1,0,0,40,1,0
52,1,83984,4,10,3,6,2,1,2,0,0,40,1,0
61,1,160062,7,9,3,4,3,1,1,0,0,40,1,0
41,5,223410,3,13,3,10,3,1,1,7688,0,40,1,1
37,1,109133,7,9,3,5,3,1,1,0,0,40,4,0
42,1,172641,5,4,#N/A,5,5,2,2,0,0,40,1,0
47,1,188195,4,10,3,10,3,1,1,0,0,40,1,0
48,3,160724,3,13,3,1,3,3,1,0,0,40,2,0
73,1,57435,4,10,3,6,3,1,1,0,0,20,1,1
23,1,173851,4,10,2,11,1,1,1,0,0,40,1,0
37,2,354929,15,12,1,9,1,2,1,0,0,38,1,0
71,1,29770,4,10,4,2,1,1,2,0,0,28,1,0
51,1,102828,#N/A,11,3,7,3,1,1,0,0,40,25,0
26,1,138537,9,7,2,1,1,2,1,0,0,50,1,0
44,1,183542,3,13,4,10,5,1,2,0,0,32,1,0
24,5,157678,7,9,5,5,5,1,2,2036,0,42,1,0
43,1,33121,4,10,3,4,3,1,1,0,0,35,1,0
31,1,209529,9,7,3,4,3,1,1,0,0,40,16,0
70,3,36311,3,13,3,10,3,1,1,20051,0,35,1,1
34,5,167999,7,9,1,4,5,1,2,0,0,33,1,0
33,2,295589,4,10,#N/A,4,2,2,1,0,0,35,1,0
40,1,119225,#N/A,11,3,10,3,1,1,0,0,40,1,0
41,1,124692,4,10,3,1,2,1,1,0,0,40,1,1
17,1,165457,8,6,2,2,2,1,1,0,0,16,1,0
21,1,253190,7,9,2,2,2,1,1,0,0,40,1,0
44,3,460259,3,13,3,6,3,1,1,0,0,50,1,1
47,5,228372,10,14,3,10,3,1,1,0,0,48,1,1
21,5,212780,2,8,2,7,5,2,2,0,0,20,1,0
53,1,76128,7,9,1,11,1,#N/A,1,0,0,60,6,0
28,1,30014,4,10,2,4,1,1,2,0,0,40,1,0
34,1,324654,7,9,2,5,2,3,1,0,0,40,10,0
36,#N/A,98776,4,10,2,#N/A,1,1,1,0,0,30,1,0
19,1,125010,7,9,2,8,2,1,1,0,0,45,1,0
44,5,49665,#N/A,11,1,5,5,4,1,0,0,40,1,0
24,1,357028,4,10,2,1,2,1,1,0,0,40,1,0
51,1,441637,7,9,3,12,3,1,1,0,0,40,1,0
43,1,147110,4,10,2,4,5,1,1,0,0,48,1,1
67,1,94610,10,14,3,6,3,1,1,0,0,30,1,1
38,5,115634,4,10,3,1,3,1,1,0,0,40,1,0
32,1,264554,4,10,3,12,3,1,1,0,0,40,1,1
20,1,33087,#N/A,11,2,8,2,1,1,0,0,40,1,0
46,5,258498,10,14,1,10,5,1,2,0,0,40,1,0
45,1,110243,10,14,3,1,3,1,1,0,0,50,1,1
34,1,177216,7,9,2,5,2,1,2,0,0,40,1,0
51,1,122533,3,13,3,1,3,1,1,0,0,40,1,1
37,1,103925,4,10,2,12,6,1,2,0,0,40,1,0
34,1,82623,7,9,3,2,3,1,1,0,0,20,1,0
45,1,253116,8,6,1,2,5,2,2,0,0,40,1,0
18,1,74539,8,6,2,6,1,1,1,0,0,20,1,0
28,1,230997,7,9,2,6,2,1,2,0,0,60,1,0
34,1,361497,9,7,3,3,3,1,1,0,0,40,1,0
22,1,388247,4,10,2,6,2,1,1,0,0,40,1,0
30,1,248384,7,9,1,2,5,1,2,0,0,40,1,0
40,1,144594,7,9,3,4,3,1,1,2829,0,40,1,0
37,1,172232,7,9,1,2,1,2,2,0,0,30,1,0
72,3,112658,7,9,3,8,3,1,1,2653,0,42,1,0
29,1,206889,7,9,2,7,1,1,1,0,0,40,1,0
24,1,330571,3,13,3,10,4,1,2,0,0,40,1,0
19,1,42069,7,9,2,2,2,1,1,0,0,40,1,0
56,1,178353,4,10,3,10,3,1,1,0,0,40,1,1
45,5,148254,10,14,1,10,1,1,2,0,0,35,1,0
47,3,242519,7,9,3,1,3,1,1,0,0,50,1,1
